<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20250430,1600,3307.84,3313.95,3306.78,3310.30,1541390
XAUUSD,20250430,1700,3310.39,3313.01,3304.55,3304.88,1610740
XAUUSD,20250430,1800,3304.91,3307.30,3300.03,3301.45,1777780
XAUUSD,20250430,1900,3301.39,3305.38,3291.92,3295.66,1716310
XAUUSD,20250430,2000,3295.65,3297.70,3282.80,3288.26,1204970
XAUUSD,20250430,2200,3287.43,3289.78,3270.86,3273.26,1134240
XAUUSD,20250430,2300,3273.25,3284.84,3270.00,3272.55,1200890
XAUUSD,20250501,0000,3272.57,3276.09,3240.89,3246.03,2516130
XAUUSD,20250501,0100,3246.03,3250.80,3234.36,3238.32,3134110
XAUUSD,20250501,0200,3238.39,3251.30,3234.59,3240.95,2219050
XAUUSD,20250501,0300,3240.95,3242.14,3228.43,3228.99,3216220
XAUUSD,20250501,0400,3229.03,3231.47,3220.61,3226.22,877590
XAUUSD,20250501,0500,3226.20,3238.30,3222.91,3236.20,2909490
XAUUSD,20250501,0600,3236.30,3243.05,3233.57,3235.34,3905550
XAUUSD,20250501,0700,3235.41,3236.63,3225.82,3229.91,3169770
XAUUSD,20250501,0800,3229.90,3236.47,3229.72,3234.88,2347230
XAUUSD,20250501,0900,3234.89,3235.84,3215.49,3218.30,3697990
XAUUSD,20250501,1000,3218.34,3225.14,3213.36,3222.66,2036970
XAUUSD,20250501,1100,3222.68,3226.91,3203.07,3205.16,2169240
XAUUSD,20250501,1200,3205.11,3232.47,3201.68,3226.59,2665590
XAUUSD,20250501,1300,3226.39,3233.07,3218.53,3223.74,3058210
XAUUSD,20250501,1400,3221.47,3231.20,3213.93,3218.66,2948970
XAUUSD,20250501,1500,3218.66,3221.53,3204.66,3216.26,2880800
XAUUSD,20250501,1600,3216.26,3220.30,3208.68,3219.28,2327750
XAUUSD,20250501,1700,3219.30,3220.57,3209.51,3214.09,1610490
XAUUSD,20250501,1800,3214.28,3226.61,3212.55,3223.59,1246950
XAUUSD,20250501,1900,3223.63,3229.47,3223.63,3228.01,1154660
XAUUSD,20250501,2000,3228.00,3239.64,3227.57,3238.38,1099610
XAUUSD,20250501,2200,3238.39,3243.01,3232.09,3237.39,641130
XAUUSD,20250501,2300,3237.49,3240.97,3234.45,3236.95,934860
XAUUSD,20250502,0000,3237.13,3243.99,3227.11,3230.93,2276870
XAUUSD,20250502,0100,3231.16,3237.30,3230.99,3236.03,1707990
XAUUSD,20250502,0200,3236.05,3248.99,3235.53,3248.03,1834450
XAUUSD,20250502,0300,3248.09,3258.45,3245.45,3254.59,1903540
XAUUSD,20250502,0400,3254.55,3257.14,3250.22,3251.64,1034650
XAUUSD,20250502,0500,3251.32,3256.64,3249.24,3251.64,801510
XAUUSD,20250502,0600,3251.70,3262.11,3246.13,3252.61,1678960
XAUUSD,20250502,0700,3252.61,3263.14,3251.30,3258.78,1192180
XAUUSD,20250502,0800,3258.78,3261.41,3254.97,3257.78,1057850
XAUUSD,20250502,0900,3257.78,3266.89,3254.74,3264.82,1427170
XAUUSD,20250502,1000,3265.03,3265.47,3256.97,3259.13,1653450
XAUUSD,20250502,1100,3259.16,3268.80,3257.72,3262.26,1396040
XAUUSD,20250502,1200,3262.24,3264.74,3249.11,3250.11,1969500
XAUUSD,20250502,1300,3250.07,3259.41,3238.97,3250.01,2126290
XAUUSD,20250502,1400,3249.95,3264.36,3241.86,3262.39,2717780
XAUUSD,20250502,1500,3262.39,3263.88,3229.84,3231.39,3483650
XAUUSD,20250502,1600,3231.45,3235.99,3222.39,3224.68,2550310
XAUUSD,20250502,1700,3224.76,3239.66,3223.26,3231.03,2287910
XAUUSD,20250502,1800,3231.05,3232.22,3224.03,3226.05,1734160
XAUUSD,20250502,1900,3226.11,3234.34,3225.99,3233.41,2016380
XAUUSD,20250502,2000,3233.43,3241.09,3232.53,3239.41,803080
XAUUSD,20250504,2200,3239.20,3244.09,3236.74,3239.30,2343470
XAUUSD,20250504,2300,3239.47,3252.11,3238.43,3247.74,1771750
XAUUSD,20250505,0000,3247.78,3248.45,3240.89,3246.41,783950
XAUUSD,20250505,0100,3246.43,3270.72,3246.20,3264.43,4268710
XAUUSD,20250505,0200,3264.43,3272.20,3259.36,3269.70,1925390
XAUUSD,20250505,0300,3269.72,3271.14,3252.70,3254.20,1242460
XAUUSD,20250505,0400,3254.13,3259.24,3253.36,3256.28,1030750
XAUUSD,20250505,0500,3256.26,3261.74,3253.78,3259.38,779040
XAUUSD,20250505,0600,3259.47,3265.47,3256.55,3261.88,1080970
XAUUSD,20250505,0700,3261.89,3267.59,3258.53,3264.66,1066010
XAUUSD,20250505,0800,3264.61,3282.66,3262.91,3282.55,1461450
XAUUSD,20250505,0900,3282.55,3308.84,3282.01,3308.34,1856600
XAUUSD,20250505,1000,3308.53,3318.22,3308.24,3313.01,1811010
XAUUSD,20250505,1100,3313.07,3318.72,3310.78,3312.66,1511910
XAUUSD,20250505,1200,3312.41,3322.32,3312.41,3319.39,2094530
XAUUSD,20250505,1300,3319.22,3320.72,3311.51,3314.38,2200560
XAUUSD,20250505,1400,3314.09,3328.41,3309.47,3312.28,2748550
XAUUSD,20250505,1500,3312.28,3317.45,3308.66,3311.74,2001360
XAUUSD,20250505,1600,3311.68,3313.26,3305.28,3309.41,1700220
XAUUSD,20250505,1700,3309.36,3317.89,3308.80,3316.72,1374490
XAUUSD,20250505,1800,3316.68,3323.20,3313.53,3322.89,1184170
XAUUSD,20250505,1900,3322.89,3337.39,3322.61,3328.61,2625820
XAUUSD,20250505,2000,3328.61,3334.26,3328.55,3332.61,726940
XAUUSD,20250505,2200,3335.89,3337.49,3327.01,3329.74,729970
XAUUSD,20250505,2300,3329.47,3334.86,3328.24,3333.76,1362840
XAUUSD,20250506,0000,3333.66,3333.93,3321.11,3329.47,2978190
XAUUSD,20250506,0100,3329.51,3381.74,3329.49,3379.07,11132970
XAUUSD,20250506,0200,3379.03,3386.74,3355.97,3357.72,5884044
XAUUSD,20250506,0300,3357.95,3372.14,3353.00,3360.05,5738297
XAUUSD,20250506,0400,3360.26,3365.61,3355.64,3362.78,3159860
XAUUSD,20250506,0500,3362.78,3363.61,3349.74,3361.64,3855099
XAUUSD,20250506,0600,3361.64,3367.72,3358.39,3364.55,3302100
XAUUSD,20250506,0700,3364.72,3379.32,3364.72,3371.13,3182100
XAUUSD,20250506,0800,3371.14,3382.93,3368.30,3376.89,1465870
XAUUSD,20250506,0900,3376.89,3382.91,3371.07,3382.80,1333510
XAUUSD,20250506,1000,3382.82,3383.43,3376.32,3383.32,1221080
XAUUSD,20250506,1100,3383.28,3384.80,3373.34,3378.88,1455940
XAUUSD,20250506,1200,3378.93,3392.14,3372.86,3390.59,2432410
XAUUSD,20250506,1300,3390.80,3397.41,3387.49,3391.59,5644950
XAUUSD,20250506,1400,3391.57,3397.89,3377.99,3386.01,4891020
XAUUSD,20250506,1500,3386.01,3399.66,3385.07,3394.84,2890850
XAUUSD,20250506,1600,3394.80,3411.49,3394.41,3408.43,3276490
XAUUSD,20250506,1700,3408.41,3417.59,3407.05,3413.72,2203620
XAUUSD,20250506,1800,3413.72,3417.18,3409.97,3415.34,1428090
XAUUSD,20250506,1900,3415.36,3423.84,3412.47,3422.78,2140600
XAUUSD,20250506,2000,3422.76,3434.68,3418.78,3431.11,1563060
XAUUSD,20250506,2200,3437.66,3437.66,3379.55,3380.86,3274400
XAUUSD,20250506,2300,3380.99,3404.38,3376.30,3400.39,3562690
XAUUSD,20250507,0000,3400.49,3401.07,3360.49,3379.30,6124600
XAUUSD,20250507,0100,3379.33,3384.76,3359.74,3374.53,2767080
XAUUSD,20250507,0200,3374.47,3393.53,3371.78,3390.16,2993050
XAUUSD,20250507,0300,3390.14,3392.34,3369.32,3374.91,3244800
XAUUSD,20250507,0400,3374.91,3387.14,3374.45,3381.91,1185660
XAUUSD,20250507,0500,3382.30,3389.14,3378.28,3387.45,3661090
XAUUSD,20250507,0600,3387.53,3395.64,3387.03,3392.30,2065960
XAUUSD,20250507,0700,3392.26,3397.16,3383.53,3387.78,1491800
XAUUSD,20250507,0800,3387.78,3388.49,3377.99,3382.66,1282400
XAUUSD,20250507,0900,3382.66,3384.95,3369.47,3369.82,1185940
XAUUSD,20250507,1000,3369.76,3393.16,3369.07,3390.99,1598110
XAUUSD,20250507,1100,3391.03,3391.24,3383.39,3386.70,1217740
XAUUSD,20250507,1200,3386.70,3393.64,3383.86,3390.64,1463030
XAUUSD,20250507,1300,3390.63,3397.88,3381.03,3394.18,2362950
XAUUSD,20250507,1400,3394.18,3394.49,3375.43,3385.64,3025770
XAUUSD,20250507,1500,3385.64,3389.41,3381.70,3384.86,2692980
XAUUSD,20250507,1600,3384.93,3389.47,3378.36,3386.63,1688880
XAUUSD,20250507,1700,3386.53,3389.51,3383.05,3383.05,1414870
XAUUSD,20250507,1800,3383.32,3397.64,3375.64,3384.32,1541550
XAUUSD,20250507,1900,3384.43,3386.61,3363.49,3371.53,3152860
XAUUSD,20250507,2000,3371.57,3374.26,3363.41,3363.97,1024650
XAUUSD,20250507,2200,3365.55,3373.39,3363.03,3369.28,853340
XAUUSD,20250507,2300,3369.49,3376.63,3369.18,3376.01,1321400
XAUUSD,20250508,0000,3376.26,3386.51,3373.45,3380.22,2291080
XAUUSD,20250508,0100,3380.26,3409.49,3378.82,3408.47,5512540
XAUUSD,20250508,0200,3408.32,3414.70,3401.66,3401.66,3544350
XAUUSD,20250508,0300,3401.68,3408.09,3395.45,3396.43,2762950
XAUUSD,20250508,0400,3396.41,3399.01,3381.55,3381.80,1150710
XAUUSD,20250508,0500,3381.86,3383.93,3354.59,3355.03,2146020
XAUUSD,20250508,0600,3355.01,3361.68,3319.84,3329.57,4468950
XAUUSD,20250508,0700,3329.59,3349.09,3326.93,3342.70,4211070
XAUUSD,20250508,0800,3342.76,3343.99,3336.78,3339.07,2729550
XAUUSD,20250508,0900,3339.05,3344.05,3331.07,3331.78,3992950
XAUUSD,20250508,1000,3331.76,3346.45,3330.14,3342.03,2478350
XAUUSD,20250508,1100,3342.05,3345.34,3338.95,3344.18,1146130
XAUUSD,20250508,1200,3344.20,3358.14,3342.86,3355.72,2125040
XAUUSD,20250508,1300,3355.74,3369.18,3354.30,3355.63,4255120
XAUUSD,20250508,1400,3355.72,3362.64,3350.41,3356.09,3334990
XAUUSD,20250508,1500,3356.51,3359.84,3326.41,3329.95,5471690
XAUUSD,20250508,1600,3330.03,3330.03,3303.95,3309.89,2227060
XAUUSD,20250508,1700,3309.91,3310.80,3297.38,3307.91,1718300
XAUUSD,20250508,1800,3307.89,3310.47,3305.22,3308.11,949160
XAUUSD,20250508,1900,3308.11,3309.76,3288.45,3306.09,2058140
XAUUSD,20250508,2000,3306.18,3310.55,3303.59,3305.51,917780
XAUUSD,20250508,2200,3304.03,3323.49,3304.03,3323.30,2236630
XAUUSD,20250508,2300,3323.30,3323.55,3311.59,3316.03,2573800
XAUUSD,20250509,0000,3316.07,3322.72,3308.53,3321.99,2696390
XAUUSD,20250509,0100,3321.86,3322.32,3286.41,3290.89,4014590
XAUUSD,20250509,0200,3290.86,3308.38,3274.30,3308.07,4568940
XAUUSD,20250509,0300,3308.05,3313.07,3299.61,3307.84,2963640
XAUUSD,20250509,0400,3307.82,3327.16,3307.82,3324.34,2041120
XAUUSD,20250509,0500,3324.18,3329.91,3312.61,3320.99,2828260
XAUUSD,20250509,0600,3321.18,3326.57,3315.03,3325.26,1995760
XAUUSD,20250509,0700,3325.18,3331.99,3322.22,3327.05,2568130
XAUUSD,20250509,0800,3327.07,3328.70,3319.93,3328.32,2370840
XAUUSD,20250509,0900,3328.28,3329.05,3323.24,3324.84,1660670
XAUUSD,20250509,1000,3324.99,3329.59,3321.76,3323.13,851640
XAUUSD,20250509,1100,3323.09,3338.11,3323.05,3332.82,1579520
XAUUSD,20250509,1200,3332.86,3335.49,3328.93,3333.38,2313140
XAUUSD,20250509,1300,3333.38,3340.22,3328.51,3330.51,2447620
XAUUSD,20250509,1400,3330.53,3341.05,3320.11,3336.97,2769780
XAUUSD,20250509,1500,3336.97,3345.91,3335.91,3344.82,2031570
XAUUSD,20250509,1600,3344.78,3347.36,3336.16,3336.59,1664620
XAUUSD,20250509,1700,3336.59,3342.32,3335.86,3340.68,1257150
XAUUSD,20250509,1800,3340.72,3342.74,3335.99,3338.47,1348580
XAUUSD,20250509,1900,3338.47,3339.76,3325.26,3328.61,1406020
XAUUSD,20250509,2000,3328.43,3330.20,3323.34,3323.34,662060
XAUUSD,20250511,2200,3271.80,3292.68,3266.59,3272.30,2956940
XAUUSD,20250511,2300,3272.28,3288.74,3265.49,3287.32,2661630
XAUUSD,20250512,0000,3287.38,3289.68,3271.82,3278.89,1839800
XAUUSD,20250512,0100,3278.89,3281.88,3258.53,3271.61,3750080
XAUUSD,20250512,0200,3271.57,3279.47,3269.16,3271.86,3330010
XAUUSD,20250512,0300,3271.70,3284.51,3270.24,3283.05,2536510
XAUUSD,20250512,0400,3282.99,3283.34,3275.36,3278.61,835200
XAUUSD,20250512,0500,3278.70,3279.49,3268.11,3275.84,1555870
XAUUSD,20250512,0600,3276.05,3281.43,3272.74,3277.28,2576210
XAUUSD,20250512,0700,3277.23,3277.55,3215.78,3222.57,4237300
XAUUSD,20250512,0800,3222.55,3234.16,3220.51,3231.30,2581280
XAUUSD,20250512,0900,3231.18,3231.18,3212.78,3215.03,1791870
XAUUSD,20250512,1000,3214.93,3219.22,3207.51,3207.63,2575620
XAUUSD,20250512,1100,3207.63,3229.22,3207.49,3224.63,1980470
XAUUSD,20250512,1200,3224.49,3234.11,3220.13,3233.39,1883790
XAUUSD,20250512,1300,3233.61,3248.39,3231.26,3240.59,3863090
XAUUSD,20250512,1400,3240.36,3247.49,3233.01,3237.18,3716380
XAUUSD,20250512,1500,3237.18,3243.78,3232.30,3239.01,2294810
XAUUSD,20250512,1600,3238.97,3239.88,3222.97,3224.01,1350580
XAUUSD,20250512,1700,3224.32,3227.39,3220.93,3223.07,1069660
XAUUSD,20250512,1800,3223.11,3229.86,3220.13,3229.39,968810
XAUUSD,20250512,1900,3229.36,3238.76,3228.61,3235.32,1612420
XAUUSD,20250512,2000,3235.30,3238.24,3232.32,3235.22,421460
XAUUSD,20250512,2200,3236.20,3241.53,3229.57,3233.41,831820
XAUUSD,20250512,2300,3233.41,3239.78,3232.80,3236.59,803480
XAUUSD,20250513,0000,3236.59,3243.03,3233.49,3239.66,1259050
XAUUSD,20250513,0100,3239.61,3243.09,3215.53,3224.99,2356480
XAUUSD,20250513,0200,3225.14,3241.14,3222.93,3228.51,2518060
XAUUSD,20250513,0300,3228.53,3238.22,3227.78,3236.47,2050640
XAUUSD,20250513,0400,3236.41,3253.30,3234.74,3252.22,1583260
XAUUSD,20250513,0500,3252.41,3260.55,3250.91,3256.22,4619220
XAUUSD,20250513,0600,3256.30,3265.41,3247.11,3261.86,2414600
XAUUSD,20250513,0700,3262.05,3264.76,3254.07,3258.91,1623720
XAUUSD,20250513,0800,3258.99,3261.05,3250.16,3255.38,1117730
XAUUSD,20250513,0900,3255.34,3256.39,3250.36,3253.05,1684160
XAUUSD,20250513,1000,3253.05,3256.05,3250.91,3252.68,683480
XAUUSD,20250513,1100,3252.64,3258.39,3248.55,3248.89,1141920
XAUUSD,20250513,1200,3248.95,3249.61,3237.05,3241.55,1920600
XAUUSD,20250513,1300,3241.39,3246.70,3227.01,3227.26,2595270
XAUUSD,20250513,1400,3227.26,3248.47,3225.14,3242.45,2368940
XAUUSD,20250513,1500,3242.74,3255.43,3241.76,3252.91,2247800
XAUUSD,20250513,1600,3252.91,3257.64,3248.39,3250.84,1181810
XAUUSD,20250513,1700,3250.82,3252.49,3241.89,3246.93,963480
XAUUSD,20250513,1800,3246.93,3250.68,3245.53,3248.55,746020
XAUUSD,20250513,1900,3248.68,3250.91,3246.11,3249.11,1097770
XAUUSD,20250513,2000,3249.20,3254.51,3247.76,3250.32,665080
XAUUSD,20250513,2200,3249.28,3254.24,3248.61,3254.14,332290
XAUUSD,20250513,2300,3253.89,3256.68,3251.66,3253.93,996170
XAUUSD,20250514,0000,3254.14,3254.30,3240.03,3243.34,4404420
XAUUSD,20250514,0100,3243.38,3251.64,3236.84,3238.55,3509750
XAUUSD,20250514,0200,3238.41,3241.20,3228.76,3232.47,4392600
XAUUSD,20250514,0300,3232.47,3233.38,3225.88,3228.14,2815990
XAUUSD,20250514,0400,3228.14,3230.14,3222.18,3223.51,1575730
XAUUSD,20250514,0500,3223.51,3234.06,3222.00,3233.34,2055653
XAUUSD,20250514,0600,3233.51,3236.59,3227.43,3228.41,2296360
XAUUSD,20250514,0700,3228.59,3238.59,3223.99,3237.74,1705810
XAUUSD,20250514,0800,3237.41,3243.49,3230.09,3232.11,1951430
XAUUSD,20250514,0900,3232.11,3236.26,3228.78,3232.07,1545470
XAUUSD,20250514,1000,3231.91,3236.20,3229.36,3235.24,1520240
XAUUSD,20250514,1100,3235.30,3238.86,3219.20,3219.99,1905504
XAUUSD,20250514,1200,3219.91,3222.30,3183.84,3184.63,3860520
XAUUSD,20250514,1300,3185.05,3198.01,3174.51,3191.07,4274330
XAUUSD,20250514,1400,3191.16,3193.99,3179.11,3181.57,3272350
XAUUSD,20250514,1500,3181.57,3186.38,3178.68,3182.34,2423100
XAUUSD,20250514,1600,3182.76,3190.53,3173.47,3188.22,1887195
XAUUSD,20250514,1700,3188.18,3190.28,3180.47,3181.57,1734390
XAUUSD,20250514,1800,3181.59,3182.74,3171.28,3171.57,1542650
XAUUSD,20250514,1900,3171.47,3181.49,3167.55,3180.45,2124760
XAUUSD,20250514,2000,3180.45,3183.07,3176.63,3176.91,1062680
XAUUSD,20250514,2200,3178.14,3183.51,3177.39,3182.20,954270
XAUUSD,20250514,2300,3182.32,3187.18,3180.61,3185.82,740900
XAUUSD,20250515,0000,3185.82,3187.70,3180.00,3187.68,1563000
XAUUSD,20250515,0100,3187.43,3192.55,3170.84,3172.11,3275710
XAUUSD,20250515,0200,3172.14,3175.20,3149.55,3153.80,4752344
XAUUSD,20250515,0300,3153.55,3156.64,3147.74,3150.20,3211570
XAUUSD,20250515,0400,3150.24,3152.24,3135.22,3138.26,1705230
XAUUSD,20250515,0500,3138.34,3142.68,3122.93,3128.53,4598560
XAUUSD,20250515,0600,3128.55,3153.78,3120.20,3149.70,5566440
XAUUSD,20250515,0700,3149.70,3151.84,3130.20,3141.99,3380470
XAUUSD,20250515,0800,3141.99,3163.93,3138.72,3162.22,2150870
XAUUSD,20250515,0900,3162.18,3171.43,3158.93,3164.84,1674500
XAUUSD,20250515,1000,3164.84,3178.74,3163.74,3178.01,1347650
XAUUSD,20250515,1100,3178.01,3179.84,3172.05,3178.84,1250430
XAUUSD,20250515,1200,3178.82,3189.51,3177.18,3188.38,2131520
XAUUSD,20250515,1300,3188.40,3199.43,3184.82,3191.86,3279200
XAUUSD,20250515,1400,3191.84,3206.84,3190.14,3205.20,3916136
XAUUSD,20250515,1500,3205.18,3219.76,3204.36,3219.41,2857999
XAUUSD,20250515,1600,3219.41,3222.47,3215.51,3222.24,1751000
XAUUSD,20250515,1700,3222.26,3228.93,3216.09,3220.88,2093188
XAUUSD,20250515,1800,3220.86,3225.64,3219.55,3222.91,1182600
XAUUSD,20250515,1900,3222.93,3232.57,3222.14,3231.91,1566050
XAUUSD,20250515,2000,3231.82,3240.30,3230.82,3239.63,1007520
XAUUSD,20250515,2200,3239.86,3251.80,3236.64,3250.82,2138490
XAUUSD,20250515,2300,3250.82,3250.89,3236.16,3236.84,1978100
XAUUSD,20250516,0000,3236.82,3243.64,3231.82,3242.84,2617510
XAUUSD,20250516,0100,3242.76,3244.24,3214.47,3221.91,4991510
XAUUSD,20250516,0200,3221.97,3227.24,3212.55,3215.16,3126750
XAUUSD,20250516,0300,3215.15,3217.11,3206.26,3211.63,4044900
XAUUSD,20250516,0400,3211.59,3222.14,3211.43,3219.45,2216590
XAUUSD,20250516,0500,3219.16,3221.93,3211.61,3218.24,2419220
XAUUSD,20250516,0600,3218.24,3230.88,3212.55,3214.53,1893950
XAUUSD,20250516,0700,3214.72,3217.68,3204.97,3207.34,1600880
XAUUSD,20250516,0800,3207.28,3209.01,3195.03,3207.09,1723610
XAUUSD,20250516,0900,3207.09,3212.68,3203.45,3208.89,1901210
XAUUSD,20250516,1000,3208.95,3210.78,3168.59,3175.47,2816960
XAUUSD,20250516,1100,3175.63,3179.01,3153.47,3162.68,2935230
XAUUSD,20250516,1200,3162.82,3181.82,3154.38,3177.09,3356810
XAUUSD,20250516,1300,3177.32,3186.16,3168.93,3180.22,3607060
XAUUSD,20250516,1400,3180.28,3188.34,3165.59,3172.93,3363290
XAUUSD,20250516,1500,3172.93,3184.88,3172.41,3183.20,2306910
XAUUSD,20250516,1600,3183.20,3189.47,3180.07,3189.07,1763480
XAUUSD,20250516,1700,3189.18,3191.82,3183.05,3189.18,1709990
XAUUSD,20250516,1800,3189.32,3190.93,3184.49,3187.20,1236570
XAUUSD,20250516,1900,3187.20,3195.64,3187.20,3192.43,1455450
XAUUSD,20250516,2000,3192.34,3204.78,3192.01,3202.47,1134480
XAUUSD,20250518,2200,3218.45,3240.74,3205.78,3239.16,5298570
XAUUSD,20250518,2300,3239.18,3245.03,3225.95,3234.26,2748900
XAUUSD,20250519,0000,3234.30,3249.51,3232.99,3246.28,2890240
XAUUSD,20250519,0100,3246.26,3246.51,3214.36,3218.11,4547920
XAUUSD,20250519,0200,3218.09,3229.72,3216.82,3228.39,2249220
XAUUSD,20250519,0300,3228.39,3230.09,3207.76,3211.91,1632140
XAUUSD,20250519,0400,3211.91,3217.91,3206.30,3215.64,1132130
XAUUSD,20250519,0500,3215.64,3224.03,3214.70,3223.74,1415820
XAUUSD,20250519,0600,3223.74,3231.24,3219.91,3223.80,3255210
XAUUSD,20250519,0700,3223.93,3234.32,3223.68,3232.16,1409440
XAUUSD,20250519,0800,3232.22,3244.78,3229.68,3244.20,1121180
XAUUSD,20250519,0900,3244.45,3247.39,3233.39,3241.80,1155080
XAUUSD,20250519,1000,3241.86,3244.97,3233.72,3241.38,1001630
XAUUSD,20250519,1100,3241.38,3248.28,3238.86,3243.59,941760
XAUUSD,20250519,1200,3243.59,3244.24,3228.68,3229.07,1104050
XAUUSD,20250519,1300,3229.24,3241.32,3224.47,3229.82,1942470
XAUUSD,20250519,1400,3229.74,3235.91,3216.91,3233.76,1786450
XAUUSD,20250519,1500,3233.74,3239.61,3229.34,3231.36,1345150
XAUUSD,20250519,1600,3231.38,3234.03,3227.89,3231.51,1024400
XAUUSD,20250519,1700,3231.51,3232.95,3225.38,3226.14,1066330
XAUUSD,20250519,1800,3226.11,3235.01,3225.03,3233.26,846920
XAUUSD,20250519,1900,3233.32,3235.66,3231.45,3232.86,1227480
XAUUSD,20250519,2000,3232.89,3233.66,3227.78,3229.20,586570
XAUUSD,20250519,2200,3229.34,3230.57,3224.24,3226.43,542010
XAUUSD,20250519,2300,3226.42,3227.03,3218.70,3222.20,742220
XAUUSD,20250520,0000,3222.22,3223.88,3213.80,3222.47,1944260
XAUUSD,20250520,0100,3222.93,3232.45,3220.26,3220.99,4140670
XAUUSD,20250520,0200,3221.05,3222.86,3206.14,3206.34,4236090
XAUUSD,20250520,0300,3206.41,3213.91,3204.20,3211.28,1900270
XAUUSD,20250520,0400,3211.22,3217.80,3210.89,3216.93,1419090
XAUUSD,20250520,0500,3216.91,3219.57,3209.61,3213.68,3108730
XAUUSD,20250520,0600,3213.68,3219.01,3208.26,3209.43,2517820
XAUUSD,20250520,0700,3209.43,3225.14,3207.66,3222.57,1331230
XAUUSD,20250520,0800,3222.56,3235.84,3218.06,3235.61,1438070
XAUUSD,20250520,0900,3235.61,3239.24,3230.18,3236.11,1781260
XAUUSD,20250520,1000,3236.09,3238.20,3231.57,3235.03,1181700
XAUUSD,20250520,1100,3235.03,3241.43,3234.91,3241.01,957880
XAUUSD,20250520,1200,3240.91,3250.53,3234.22,3242.51,2454510
XAUUSD,20250520,1300,3242.18,3261.30,3232.61,3261.01,2565370
XAUUSD,20250520,1400,3261.01,3285.53,3260.09,3282.30,4401310
XAUUSD,20250520,1500,3282.30,3283.34,3273.14,3277.03,1821530
XAUUSD,20250520,1600,3277.01,3282.30,3274.99,3278.61,1152190
XAUUSD,20250520,1700,3278.57,3287.74,3278.11,3286.26,1240450
XAUUSD,20250520,1800,3286.28,3289.41,3283.93,3287.51,1561740
XAUUSD,20250520,1900,3287.59,3295.01,3287.03,3294.01,1902260
XAUUSD,20250520,2000,3293.99,3295.47,3289.20,3289.78,1170820
XAUUSD,20250520,2200,3290.14,3303.76,3289.76,3296.59,1999060
XAUUSD,20250520,2300,3296.45,3296.53,3288.36,3290.43,1182270
XAUUSD,20250521,0000,3290.39,3303.95,3288.72,3303.18,1817690
XAUUSD,20250521,0100,3303.13,3314.49,3285.11,3294.05,4045340
XAUUSD,20250521,0200,3294.05,3304.82,3288.99,3301.36,2511090
XAUUSD,20250521,0300,3301.34,3309.57,3298.91,3307.51,2873080
XAUUSD,20250521,0400,3307.51,3308.22,3300.86,3301.91,2425380
XAUUSD,20250521,0500,3301.86,3319.32,3298.14,3316.01,2462370
XAUUSD,20250521,0600,3316.03,3320.45,3310.59,3319.91,2342410
XAUUSD,20250521,0700,3319.86,3319.91,3307.28,3309.59,1401250
XAUUSD,20250521,0800,3309.61,3312.09,3303.72,3308.11,1428460
XAUUSD,20250521,0900,3308.14,3313.34,3306.63,3313.34,1265340
XAUUSD,20250521,1000,3313.36,3318.11,3308.47,3311.59,1250970
XAUUSD,20250521,1100,3311.76,3316.20,3306.26,3310.99,1297240
XAUUSD,20250521,1200,3310.99,3312.45,3290.67,3302.45,2654090
XAUUSD,20250521,1300,3302.51,3309.35,3295.11,3303.45,2674140
XAUUSD,20250521,1400,3303.43,3307.66,3295.05,3304.11,2595370
XAUUSD,20250521,1500,3304.14,3315.01,3303.32,3311.72,1816670
XAUUSD,20250521,1600,3311.74,3314.47,3302.45,3302.88,1382890
XAUUSD,20250521,1700,3302.84,3316.18,3302.55,3316.18,2257710
XAUUSD,20250521,1800,3316.13,3316.28,3311.70,3314.20,1236790
XAUUSD,20250521,1900,3314.11,3324.75,3314.11,3318.09,2492350
XAUUSD,20250521,2000,3318.09,3319.59,3312.90,3314.68,921680
XAUUSD,20250521,2200,3319.35,3320.95,3315.03,3317.75,697250
XAUUSD,20250521,2300,3317.85,3324.00,3317.01,3319.84,699890
XAUUSD,20250522,0000,3320.07,3325.95,3319.13,3323.59,2115800
XAUUSD,20250522,0100,3323.59,3342.74,3320.14,3337.90,4233300
XAUUSD,20250522,0200,3337.77,3344.50,3336.26,3340.82,2110400
XAUUSD,20250522,0300,3340.89,3345.20,3334.68,3335.15,1938000
XAUUSD,20250522,0400,3335.03,3339.00,3332.44,3338.35,1509930
XAUUSD,20250522,0500,3338.35,3339.15,3326.05,3332.07,1487500
XAUUSD,20250522,0600,3332.14,3335.47,3325.16,3326.20,2309350
XAUUSD,20250522,0700,3326.14,3331.00,3322.36,3327.39,1963830
XAUUSD,20250522,0800,3327.41,3329.70,3309.86,3311.00,2544760
XAUUSD,20250522,0900,3310.97,3313.64,3303.93,3304.50,1852980
XAUUSD,20250522,1000,3304.50,3307.30,3288.28,3289.38,1882856
XAUUSD,20250522,1100,3289.32,3314.55,3282.78,3314.22,2436544
XAUUSD,20250522,1200,3314.05,3314.32,3300.70,3303.95,3057410
XAUUSD,20250522,1300,3304.11,3315.53,3286.45,3287.18,4064530
XAUUSD,20250522,1400,3287.18,3304.35,3278.79,3296.70,4970590
